competition,category,round,match_order,athlete_red,athlete_blue,kata_red,kata_blue,style_red,style_blue,flag_result_red,flag_result_blue,winner,decision_type,section,competition_type
K1_Istanbul,Female Kata,R1,4,Iwatani_Azuki,Lau_Mo_Sheung_Grace,Oyadomari_No_Passai,Chibana_No_Kushanku,ShitoRyu,ShitoRyu,0,7,Lau_Mo_Sheung_Grace,flag,final_r1_4,K1
